week_start_date,region,campaign_name,spend
2026-07-13,Midwest,Facebook_Retargeting,1508.75
2026-07-13,Midwest,LinkedIn_B2B,987.53
2026-07-13,Midwest,Influencer_Launch,949.73
2026-07-13,West,AdWords_Search,2712.74
2026-07-13,West,Facebook_Retargeting,1574.03
2026-07-13,West,LinkedIn_B2B,942.82
2026-07-13,West,Influencer_Launch,958.72
2026-07-20,Southeast,AdWords_Search,2346.22
2026-07-20,Southeast,Facebook_Retargeting,1464.09
2026-07-20,Southeast,LinkedIn_B2B,941.68
2026-07-20,Southeast,Influencer_Launch,902.68
2026-07-20,Northeast,AdWords_Search,2339.42
2026-07-20,Northeast,Facebook_Retargeting,1545.19
2026-07-20,Northeast,LinkedIn_B2B,1033.03
2026-07-20,Northeast,Influencer_Launch,960.29
2026-07-20,Midwest,AdWords_Search,2510.5
2026-07-20,Midwest,Facebook_Retargeting,1394.89
2026-07-20,Midwest,LinkedIn_B2B,1057.0
2026-07-20,Midwest,Influencer_Launch,935.23
2026-07-20,West,AdWords_Search,2295.05
2026-07-20,West,Facebook_Retargeting,1356.81
2026-07-20,West,LinkedIn_B2B,1011.68
2026-07-20,West,Influencer_Launch,978.96
2026-07-27,Southeast,AdWords_Search,2512.41
2026-07-27,Southeast,Facebook_Retargeting,1626.58
2026-07-27,Southeast,LinkedIn_B2B,1071.97
2026-07-27,Southeast,Influencer_Launch,1015.29
2026-07-27,Northeast,AdWords_Search,2413.32
2026-07-27,Northeast,Facebook_Retargeting,1390.39
2026-07-27,Northeast,LinkedIn_B2B,1019.26
2026-07-27,Northeast,Influencer_Launch,975.12
2026-07-27,Midwest,AdWords_Search,2258.56
2026-07-27,Midwest,Facebook_Retargeting,1596.97
2026-07-27,Midwest,LinkedIn_B2B,938.73
2026-07-27,Midwest,Influencer_Launch,1069.37
2026-07-27,West,AdWords_Search,2747.28
2026-07-27,West,Facebook_Retargeting,1454.99
2026-07-27,West,LinkedIn_B2B,976.1
2026-07-27,West,Influencer_Launch,1058.2
2026-08-03,Southeast,AdWords_Search,2655.23
2026-08-03,Southeast,Facebook_Retargeting,1570.79
2026-08-03,Southeast,LinkedIn_B2B,900.25
2026-08-03,Southeast,Influencer_Launch,1086.14
2026-08-03,Northeast,AdWords_Search,2607.84
2026-08-03,Northeast,Facebook_Retargeting,1520.66
2026-08-03,Northeast,LinkedIn_B2B,969.05
2026-08-03,Northeast,Influencer_Launch,1055.84
2026-08-03,Midwest,AdWords_Search,2541.73
2026-08-03,Midwest,Facebook_Retargeting,1597.05
2026-08-03,Midwest,LinkedIn_B2B,1055.27
2026-08-03,Midwest,Influencer_Launch,945.77
2026-08-03,West,AdWords_Search,2476.87
2026-08-03,West,Facebook_Retargeting,1392.56
2026-08-03,West,LinkedIn_B2B,938.15
2026-08-03,West,Influencer_Launch,1087.03
2026-08-10,Southeast,AdWords_Search,2524.85
2026-08-10,Southeast,Facebook_Retargeting,1511.89
2026-08-10,Southeast,LinkedIn_B2B,977.47
2026-08-10,Southeast,Influencer_Launch,1052.51
2026-08-10,Northeast,AdWords_Search,2315.17
2026-08-10,Northeast,Facebook_Retargeting,1603.9
2026-08-10,Northeast,LinkedIn_B2B,951.87
2026-08-10,Northeast,Influencer_Launch,914.99
2026-08-10,Midwest,AdWords_Search,2621.32
2026-08-10,Midwest,Facebook_Retargeting,1396.85
2026-08-10,Midwest,LinkedIn_B2B,928.17
2026-08-10,Midwest,Influencer_Launch,996.37
2026-08-10,West,AdWords_Search,2276.91
2026-08-10,West,Facebook_Retargeting,1386.93
2026-08-10,West,LinkedIn_B2B,1022.85
2026-08-10,West,Influencer_Launch,995.86
2026-08-10,Europe,AdWords_Search,809.2
2026-08-10,Europe,Facebook_Retargeting,764.47
2026-08-17,Southeast,AdWords_Search,2333.18
2026-08-17,Southeast,Facebook_Retargeting,1535.83
2026-08-17,Southeast,LinkedIn_B2B,988.62
2026-08-17,Southeast,Influencer_Launch,1044.31
2026-08-17,Northeast,AdWords_Search,2292.69
2026-08-17,Northeast,Facebook_Retargeting,1477.86
2026-08-17,Northeast,LinkedIn_B2B,1018.16
2026-08-17,Northeast,Influencer_Launch,982.47
2026-08-17,Midwest,AdWords_Search,2314.99
2026-08-17,Midwest,Facebook_Retargeting,1608.0
2026-08-17,Midwest,LinkedIn_B2B,1006.21
2026-08-17,Midwest,Influencer_Launch,1089.03
2026-08-17,West,AdWords_Search,2303.52
2026-08-17,West,Facebook_Retargeting,1445.83
2026-08-17,West,LinkedIn_B2B,1090.58
2026-08-17,West,Influencer_Launch,931.72
2026-08-17,Europe,AdWords_Search,860.57
2026-08-17,Europe,Facebook_Retargeting,821.08
2026-08-24,Southeast,AdWords_Search,2253.79
2026-08-24,Southeast,Facebook_Retargeting,1560.36
2026-08-24,Southeast,LinkedIn_B2B,1073.29
2026-08-24,Southeast,Influencer_Launch,906.48
2026-08-24,Northeast,AdWords_Search,2279.32
2026-08-24,Northeast,Facebook_Retargeting,1355.06
2026-08-24,Northeast,LinkedIn_B2B,972.64
2026-08-24,Northeast,Influencer_Launch,1081.02
2026-08-24,Midwest,AdWords_Search,2728.29
2026-08-24,Midwest,Facebook_Retargeting,1519.33
2026-08-24,Midwest,LinkedIn_B2B,1053.68
2026-08-24,Midwest,Influencer_Launch,990.29
2026-08-24,West,AdWords_Search,2461.59
2026-08-24,West,Facebook_Retargeting,1586.05
2026-08-24,West,LinkedIn_B2B,1024.58
2026-08-24,West,Influencer_Launch,974.18
2026-08-24,Europe,AdWords_Search,814.42
2026-08-24,Europe,Facebook_Retargeting,844.54
